Store,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,Day,Is_Weekend
800057.75,48.843792,-1880.1628,1967.2887,180635.62,149353.97,7368.6836,18236.285,-13537.4795,47513.11,0.0
861836.75,7659.4375,-3020.9753,3421.8462,155541.73,105776.48,165.37074,7250.5483,344051.1,-74157.57,0.0
-401850.0,140.86354,9245.047,-1989.8188,-104934.87,18754.516,-776.70825,4476.4434,-13258.309,20654.19,0.0
434450.8,381.53983,-59566.74,9284.467,199479.11,13821.562,-9236.489,2843.2883,-24165.979,18484.22,0.0
-115058.06,415.16006,16767.934,1076.9758,65769.13,6442.3716,-1158.1552,10831.668,-4648.635,-14167.277,0.0
194369.75,357.32437,37055.504,5330.549,141495.55,17056.168,2526.421,12015.078,1409.357,14998.14,0.0
486764.66,-54.761322,2937.5674,15130.134,220604.52,23342.258,9426.787,-5808.631,-16315.534,40791.184,0.0
146022.44,281.07874,4445.26,7208.1567,177875.92,20168.0,888.6212,10306.785,-18189.951,-3337.3384,0.0
165433.4,503.27667,33463.742,1926.7314,177329.61,35981.0,-1935.0546,9026.767,-472.40897,19198.727,0.0
-235417.67,854.4167,3322.7327,-445.81055,-78388.85,31727.775,-1300.231,-85153.72,-35528.426,-22077.793,0.0
820166.25,124.12721,-730.24036,-29042.533,114380.734,92766.27,1206.8617,-11595.066,-43442.92,-5748.9146,0.0
840664.1,1141.5859,6119.2256,6359.1147,-14962.09,44972.996,1017.3746,11319.41,-25225.988,-22398.656,0.0
612104.4,-42.51374,-6670.8467,8618.818,392895.38,158376.53,-2521.602,27748.818,30186.82,27865.586,0.0
798341.2,801.244,8068.7764,-28692.092,-44302.055,39998.3,-5519.342,2988.6982,-37788.74,44379.902,0.0
-264642.25,441.92062,7950.5024,3897.4045,40482.64,34432.38,-929.1451,-3169.587,-11529.906,-10826.782,0.0
-225888.94,878.9307,18971.887,2648.9536,-86814.4,21003.746,-582.45166,10029.694,-4991.227,17321.031,0.0
25460.275,267.50552,-35813.07,2402.833,88734.33,18792.459,-5210.616,6680.3555,-21229.832,1046.5009,0.0
367926.12,1480.9371,4981.412,-16878.832,-162190.7,88505.22,-1833.7803,9726.914,-37255.305,-13351.314,0.0
136117.92,470.07285,-9041.665,4845.597,117217.82,15881.431,641.02124,2308.5657,-28501.559,34409.625,0.0
-162218.97,832.083,-20898.758,4863.3354,106962.29,18009.09,1017.8046,-1096.0126,-39791.617,-20211.295,0.0
549813.4,-460.03662,-12364.004,-22600.225,-104792.71,45636.008,904.403,-11168.752,-30212.951,31146.777,0.0
-370586.53,567.5244,-47911.97,5466.986,-72808.56,25511.76,-703.448,-57986.78,-14661.018,-20695.062,0.0
848456.3,1301.2244,12426.963,2837.5088,-25660.06,59704.754,1840.9432,7096.107,-32921.082,30193.55,0.0
-418695.5,271.381,5358.328,4788.8823,-101271.86,12734.051,-513.26544,3366.6858,-17408.32,-38517.676,0.0
192377.31,-11533.326,2455.9211,-2271.5996,191494.8,48104.875,-2148.4324,15223.446,385707.72,72390.7,0.0
819940.1,1392.5519,-144.97475,1830.9371,-37980.2,47593.875,-1009.21405,13777.999,-46619.7,-23021.756,0.0
454529.6,566.97406,-622.12177,-8467.129,210668.53,26455.521,-1287.4952,10707.284,-46439.02,-26460.916,0.0
64474.098,585.9972,-41403.348,-30135.979,16117.14,17052.693,1396.6974,2190.1646,-29318.703,29751.127,0.0
831996.56,975.8571,1922.5691,5799.65,-36103.746,65048.016,-1055.944,-9440.983,-48593.605,32732.613,0.0
-298333.06,698.11597,5248.8735,-1900.6514,-242174.44,-69926.03,2152.4485,8181.8374,-22055.566,-69.35022,0.0
668798.75,-253.69595,12567.483,-23129.527,-105324.21,33411.785,888.81305,2833.2068,81600.24,11401.1875,0.0
-272055.75,-184.7226,6519.192,-252.34462,63056.812,23170.818,-899.25714,-7797.898,-26355.611,11579.687,0.0
-131887.55,690.9006,-64519.36,-21342.678,-348904.9,22045.549,-783.18304,874.34576,-36243.85,-19792.852,0.0
105440.07,149.92293,2901.7598,2114.3083,-262292.9,-3394.2812,1002.8865,7927.9463,-13113.73,28790.277,0.0
551611.3,1198.6147,542.182,5865.1553,-107216.266,48473.348,-226.78271,15321.129,-29380.549,3321.7568,0.0
-140906.88,819.3848,-3746.2483,-9853.347,119604.1,16257.505,-2027.2007,-1230.7836,-49556.59,-26899.422,0.0
-3384.366,611.2517,22687.07,-14021.344,76742.51,20086.518,357.27332,12066.415,-8861.311,-12644.523,0.0
-296554.0,159.82738,-11036.51,-1901.677,-265109.0,-74070.586,2585.467,-46819.605,5541.29,27933.436,0.0
-315376.12,727.90717,3147.418,1240.7152,-369907.47,-2388.2756,-1339.0437,-77547.266,-10317.628,-8684.539,0.0
-578387.44,174.89882,-7731.5723,-9105.882,-205233.19,4813.3965,266.9719,-12149.686,-24126.793,-23984.385,0.0
-254508.58,414.52582,11778.176,-1959.1368,-102419.13,9171.575,-2289.0635,6398.0293,-23416.44,13700.677,0.0
-221480.16,-137.6552,-3347.1648,-2676.9275,-181898.64,-121584.54,-589.11975,6716.949,-26887.549,-11416.848,0.0
732491.1,286.53525,7381.2173,-12678.718,173282.36,97188.586,-688.4637,-6607.39,-53373.98,25360.107,0.0
-614177.44,1705.9523,-394.9273,4190.045,-17895.273,4089.7922,3784.9924,-6125.633,129677.06,-18963.664,0.0
-593629.44,141.04114,3505.874,2339.1794,-204742.17,8837.2295,-154.65475,-3525.3394,-16647.791,16424.586,0.0
-236556.97,178.9103,10449.879,2452.826,-73792.83,34081.848,-150.00693,9788.867,-27939.36,-6667.177,0.0
543427.0,1039.0444,2528.3774,-23877.832,-97326.32,47229.3,874.57794,6272.0283,-35391.57,582.23145,0.0
494833.84,25999.836,-19776.945,18925.629,3540.188,26525.537,-4663.61,2964.5227,424845.78,-17134.09,0.0
-145945.1,70.8181,10354.088,-6382.568,11085.739,20260.527,256.0068,10579.309,-8918.975,-959.3754,0.0
-151890.61,7577.164,-7344.715,6.3009295,-303278.34,-33620.293,-2825.9355,12820.172,23175.559,2154.5293,0.0
-636528.9,614.05554,7147.0234,398.2761,8217.895,9405.65,7.6404276,8899.821,1427.4495,10213.232,0.0
-530649.0,13989.817,2458.5264,5634.879,33604.45,-128862.336,14505.983,-4468.816,363166.7,33572.94,0.0
-611481.0,-680.6673,10048.433,-3370.8662,75774.266,26910.682,-1278.5098,-21455.824,149575.77,-60692.74,0.0
-612600.94,61.55816,-13502.687,-453.90002,13053.827,11178.365,-142.25153,12007.767,-5090.7783,-999.0577,0.0
142033.78,424.5648,-31588.023,-4695.9565,122223.086,16776.115,-7296.4473,9459.102,-17142.258,-18746.299,0.0
-558117.2,357.7132,-32126.82,3650.6938,-156269.14,10449.244,-1549.3091,-50507.973,8364.619,-7203.655,0.0
121362.48,9100.907,-10648.775,-18145.193,-267507.66,-3802.9058,1981.1249,12718.599,32193.049,6060.949,0.0
-159915.84,-201.42078,10294.9795,-25147.219,-301989.5,-43644.754,738.7192,5820.579,-21004.422,7165.061,0.0
-302245.34,220.38295,4790.2373,-2768.519,-240369.19,-68200.85,2023.0211,6980.564,-26936.717,-17967.389,0.0
-598817.8,349.55124,11753.103,2221.482,-174450.72,6044.082,968.68365,4677.3022,-6887.7314,8131.4165,0.0
-500223.75,-81.05289,10167.332,6358.9077,34153.508,-42242.17,1918.4408,9545.541,-32201.65,-4999.688,0.0
102981.65,6435.1567,2921.1401,3030.1023,-259272.61,3078.5383,-1115.2106,-8299.458,-21818.207,18846.408,0.0
-517048.0,295.17398,-4761.656,12663.308,39753.633,-39533.85,4316.7915,9518.304,-17004.04,24841.03,0.0
86344.67,-171.76384,2625.7942,5623.693,-244848.72,8128.423,1341.8428,-2732.95,-13087.748,23236.84,0.0
-595988.44,132.35854,3873.154,-12834.707,13908.905,12468.019,966.37396,-16675.178,-27988.4,-4328.91,0.0
-275721.75,436.50015,6343.645,-7350.4897,38379.934,17788.168,-963.19464,8331.774,-23176.15,-8020.0596,0.0
-322997.2,164.78429,8361.269,1260.4298,-359154.03,30207.11,-685.81744,-2363.9485,-11109.323,-26673.406,0.0
644789.0,10313.226,5164.8335,-3454.3833,-137278.19,40814.35,-227.18144,3420.1223,275789.06,-62132.098,0.0
-197140.38,798.56445,14050.582,8698.136,-168415.73,-116941.84,-431.74698,9453.291,-33918.113,-5852.181,0.0
125360.96,619.75275,6092.7026,-13962.594,159340.25,22013.648,1137.6749,9562.401,3063.2964,12747.192,0.0
-312254.12,163.19781,5003.531,2429.2598,-243808.66,-57491.957,-112.522156,8263.282,-8662.526,18694.633,0.0
476884.56,1042.1294,24490.98,-6022.3545,216360.06,26531.107,-2048.039,11048.308,-32391.06,-23118.893,0.0
-321637.66,450.24152,15058.468,-3485.9917,17688.834,18638.922,-207.30392,11975.86,-29745.438,-276.16727,0.0
-682129.4,1200.4409,-28840.766,-4182.313,-197182.36,-3648.467,2688.1162,114.03733,79190.1,-45305.156,0.0
-114987.875,-16.93232,1101.8534,-22014.336,-13858.538,11969.756,671.65643,-21392.795,-38036.6,-27303.318,0.0
538189.94,516.9836,6568.5654,8173.227,377454.22,101626.6,-1461.7958,6801.063,-19103.465,18505.818,0.0
587339.1,302.1273,1059.6108,5562.985,-74011.55,41172.06,1144.6526,15556.672,-25406.611,4579.307,0.0
141283.34,771.15826,-6023.372,4944.258,178227.55,27380.432,-208.54839,823.9984,-25797.893,-47515.223,0.0
-421667.9,366.25314,7012.1636,12398.974,-55185.973,21799.084,-1797.4482,-4248.991,-28875.49,-1004.39185,0.0
-161349.64,289.3003,12556.597,1638.8568,-268615.88,-48548.88,-2866.143,4016.0337,-19727.18,28105.195,0.0
91809.59,-414.96182,12368.791,5412.9756,-226635.77,16168.961,702.7071,6559.909,-27249.715,10549.503,0.0
-228889.36,10.54191,5500.4146,-14506.796,-82851.16,23019.645,644.0416,-4616.915,-19585.59,18596.516,0.0
-66007.47,-1713.5734,-56101.926,-29420.365,-67684.83,-32525.213,1102.794,9055.197,-31976.139,-10788.568,0.0
-493387.66,418.48557,-18303.678,-369.52402,29472.488,-37995.984,-576.0183,12148.012,-30406.826,-6533.3335,0.0
104165.84,736.699,-41655.06,292.01025,138174.34,7602.9834,-1229.4546,-121646.09,-39755.934,33441.75,0.0
93359.55,380.7615,8355.578,3175.597,-64033.195,66998.63,2939.9556,10477.777,-32166.473,-11220.755,0.0
-259070.64,310.9932,-1615.3477,23952.373,-100129.61,21105.572,2486.2822,26616.25,-8377.127,77489.22,0.0
-411170.62,417.20694,5165.422,-122.78886,28868.893,7601.531,-426.7476,-9678.661,-25502.121,9284.027,0.0
-70973.9,41.222725,11192.472,4962.6855,10306.238,-32758.234,-726.1546,9730.917,-23611.768,-7644.9893,0.0
-49637.133,3.2030635,11360.374,6683.5063,-41249.355,-21356.87,-865.13666,9543.105,-25087.295,-9758.056,0.0
84656.95,150.11789,-4387.797,2216.9814,-82912.46,51587.316,5316.5454,2535.703,-21434.959,15059.913,0.0
43337.086,-4.8297358,8411.887,4904.7856,-64240.133,33955.355,-1088.0665,-1716.011,-12981.8,10774.753,0.0
-137775.02,370.8187,-21281.023,76.080894,-8013.204,36006.18,-1040.9226,4044.5872,-35034.59,-13046.992,0.0
811587.06,1688.8386,8065.5396,-3124.258,-39207.78,43619.617,-555.55133,8125.2114,-25241.43,18648.479,0.0
-333175.3,176.58012,11814.985,322.27982,-374328.1,15678.222,387.83783,6025.9795,-35584.26,-19524.78,0.0
-531163.7,700.4575,857.39166,-326.61752,-14742.254,29538.861,-3405.5688,15190.285,-1994.7975,-12061.971,0.0
-529662.06,664.3507,7971.331,1058.7188,-11194.41,29178.508,2029.9006,7025.9297,-28668.172,-11468.061,0.0
-229957.83,-9.143646,5063.7646,-16024.993,-83063.02,24245.424,1091.5656,-3501.9668,-12791.883,4422.7095,0.0
-224837.53,498.2378,9325.671,4449.5283,-95112.055,14314.088,738.18066,13249.338,-16170.838,2254.3875,0.0
400744.7,-63305.527,-16289.024,4871.159,180536.22,33712.176,-7268.8345,498.8648,-34062.586,-102015.26,0.0
-387369.62,325.49655,5042.636,3424.2122,-108080.375,17918.908,15.183335,-16977.73,-27041.408,-1441.7633,0.0
-170358.48,7073.7427,-63922.336,-2850.3972,113294.44,15896.524,-2390.067,11059.298,3348.5286,11614.64,0.0
-538475.1,229.60384,7485.081,4795.693,-6752.706,14150.392,2962.0083,10382.19,-2223.7905,-11301.691,0.0
-407040.97,375.16864,14211.691,2927.746,123477.42,7962.164,3589.0928,7772.3037,-12878.536,8504.1455,0.0
-390688.94,427.73087,2773.1672,14438.726,121987.87,14238.054,82.85077,10657.766,-22792.39,14555.722,0.0
-660137.3,218.51855,-29694.154,3861.1584,-8572.566,8645.654,2817.1797,-1548.1246,154812.69,23794.459,0.0
438626.53,293.2019,-50201.234,12912.584,-49525.11,40059.023,4619.2754,13659.677,369.31335,45440.973,0.0
146186.73,173.33728,5007.422,6789.824,180892.78,21426.209,451.98972,11951.343,547.7801,-13966.324,0.0
300987.53,180.27452,8931.8,2138.8967,-30587.209,-339527.03,-16.269104,-1296.4369,-36483.695,34888.504,0.0
-144698.12,797.8751,-19203.402,-8180.9487,131227.48,16195.011,-1755.6139,-4643.364,-47552.477,-35597.17,0.0
-209481.06,508.07025,13599.458,5651.6836,-167100.14,-116475.734,-2061.6663,3029.3286,-18215.814,14288.647,0.0
853061.1,-87.160225,10524.279,12608.274,117039.14,94097.4,-671.9209,6945.607,-32746.65,36495.848,0.0
175942.38,-7619.5166,-4237.004,7747.1055,158398.08,24312.791,-1062.3434,18845.887,367094.2,75883.82,0.0
572088.06,-738.7753,4604.0947,9247.445,394802.12,166409.16,-1330.6989,9366.695,-21586.879,15219.332,0.0
384790.84,579.6504,12136.586,2614.1074,-70687.72,4370.506,5123.66,7655.8896,-35951.164,-9851.832,0.0
-164479.19,4062.318,-45270.164,9430.572,124983.19,12664.054,-769.8243,-7864.521,185227.94,-90153.52,0.0
-579495.8,18648.12,8930.703,-34306.902,-169513.14,30839.482,-3325.1667,-3305.6165,387901.03,27726.93,0.0
-583631.06,312.23218,-1404.7155,3391.844,-184819.25,17242.148,-338.59802,-20196.484,-31052.318,-5213.7456,0.0
-601680.5,532.476,-10040.85,-455.03024,-173350.83,9284.988,1046.694,7266.3735,-7393.532,35315.27,0.0
228566.9,601.5406,-1478.5353,4216.8755,173734.95,34327.516,-2178.97,-5715.4414,-9304.965,-64.50109,0.0
-77215.125,510.8946,6171.5674,4344.6733,4034.8374,-40166.125,-528.531,10740.636,-5905.5713,-4094.8,0.0
-49170.86,-601.385,-19966.055,22982.709,-62973.133,-19323.05,-524.86053,5284.8403,-39833.516,-13363.385,0.0
-598032.75,-513.4327,6485.487,1178.0947,73148.195,21852.48,-1355.1628,-1309.3922,-13472.194,1265.0778,0.0
386176.25,585.4833,-24005.781,73.658264,-56258.258,30201.64,-1793.1353,-110718.88,-23234.672,36471.56,0.0
133590.55,647.21094,-41902.22,5654.5435,137493.56,22618.777,-904.53876,1258.8948,-58893.594,16351.834,0.0
282532.16,363.74057,9166.802,4212.8325,75499.15,-50336.96,52.374454,-13869.395,-43522.527,59113.273,0.0
108999.8,419.45627,3996.407,4118.5303,-263874.84,-2954.11,519.67737,15198.199,-32813.03,-13708.07,0.0
-51348.504,-153.91113,-33319.043,5048.6216,-43724.95,-25749.506,-204.83069,-65551.484,-7219.037,41368.64,0.0
313101.66,3143.597,-3059.783,5898.2295,15036.498,-391583.12,2670.077,411.16504,163157.2,-145050.0,0.0
129355.66,434.4003,-226.16849,-20967.23,154442.1,28614.623,649.4958,-24327.416,-41427.06,-4363.172,0.0
381811.75,430.18427,11123.471,5859.852,-68984.79,4631.836,4902.3374,8868.67,-25487.414,-7104.8857,0.0
-499073.84,115.91376,6346.37,7419.5195,39990.47,-42705.766,1914.5243,8989.151,-30567.467,-11266.574,0.0
517776.6,-169.36456,11134.987,775.80286,348789.56,101643.3,799.0517,10341.413,-27117.295,21419.217,0.0
-257282.02,-86.278336,2930.3398,1991.4617,64762.78,30333.541,-968.7024,-18478.51,-35810.734,-11063.034,0.0
369477.8,2770.8804,7788.9688,5357.5615,-65203.84,-7195.1255,4808.585,15119.867,-37149.062,-5363.0254,0.0
187715.1,1291.4374,47205.16,6449.6763,128856.03,21304.41,-733.5342,12967.109,-14328.001,-8668.106,0.0
-260112.66,640.15594,18464.213,1568.3048,74824.555,37282.31,-322.98975,24779.715,-5733.364,-12118.689,0.0
-260607.52,308.0452,21184.736,153.12686,-97916.32,27195.168,-711.2167,11148.256,-7812.086,-7716.0117,0.0
-349352.12,9647.265,25890.986,-11509.4,61701.863,43189.043,-1507.7505,8706.926,262656.97,59649.645,0.0
738934.75,832.3254,11314.858,-2719.3347,100677.266,83151.164,-1305.6962,14752.494,-46273.637,-6866.797,0.0
184302.39,935.56116,35879.062,6723.7153,140486.72,17799.123,1923.7843,14493.4,-7585.04,-6315.5117,0.0
-157529.52,851.8379,-15233.138,5422.4346,-297546.34,-35852.242,-496.5521,2096.9497,-35887.293,-29783.584,0.0
-609730.56,464.62732,1433.4637,1675.4989,-5868.674,28259.09,610.68054,-22572.453,-24880.223,-4272.3276,0.0
219020.2,697.6984,3454.9346,-519.44104,77833.5,-51244.723,-344.003,-9651.753,-42487.906,-33746.207,0.0
-394821.44,-176.57065,15839.698,5895.121,-65749.56,25228.914,-1781.1272,-19441.709,-48907.53,-12598.943,0.0
34688.887,-121.50945,8777.341,1062.285,-68985.12,13021.256,-2073.8938,-27046.36,-55460.625,-14653.456,0.0
-324643.3,666.3118,4695.2393,2151.945,-269098.66,-65786.99,3420.739,8881.269,11529.163,22654.363,0.0
-335187.22,300.94507,4610.101,365.80927,-272902.0,-81819.88,-3586.4873,8420.299,-7075.6255,23983.404,0.0
608280.25,-362.24487,18036.752,15960.044,136555.45,84306.8,-1062.6627,13978.256,-22607.816,-7241.293,0.0
9889.663,15.507654,5321.1504,6272.4116,82598.22,19146.9,-1587.225,-10433.277,-26404.5,26776.637,0.0
150852.47,283.60693,-2876.8198,3979.0962,138795.5,16285.842,2584.3184,9606.053,-31532.04,22155.508,0.0
402126.66,-74118.67,-23511.871,1879.1589,-33367.504,31882.797,12073.379,471.07062,44296.266,-70483.29,0.0
-164191.19,539.88727,-15801.363,11036.201,-299404.4,-36534.145,-666.4202,8564.644,-25278.438,5661.8413,0.0
-336042.84,7686.5396,-14838.759,2886.76,-390883.16,-3555.9146,-2290.9321,11471.122,21835.602,38.042908,0.0
-294583.88,222.15175,-2211.4216,4677.6826,-333199.8,20599.207,796.6748,12383.148,-25970.16,-14262.055,0.0
987680.94,32388.672,1513.921,2619.3333,-43463.5,87455.47,-228.23534,7103.575,350080.03,-87076.99,0.0
141682.44,728.0021,-1847.5679,7355.1973,169066.3,28314.932,-947.97687,10594.438,-17708.324,-14148.903,0.0
-116238.234,10247.195,8182.5405,-17179.71,-622.5785,14325.212,1444.3859,-10216.18,-18102.773,19862.094,0.0
-62753.555,54.909035,10163.76,4240.7495,-44300.906,-21335.693,-2048.9614,-2688.3738,-18139.508,16004.355,0.0
-59727.863,-196.81047,-3249.154,1315.7576,-74007.516,-15897.657,1106.1093,7211.402,-32591.248,-12754.755,0.0
107138.055,30706.572,8107.847,-15959.232,-382536.6,-21938.562,469.47415,3585.7034,534987.06,88269.0,0.0
-661562.6,746.40234,-19037.979,-1772.6514,-161597.89,-853.0591,-950.2358,-6484.123,89921.17,-60412.09,0.0
-55787.66,-643.2182,2901.6567,-196.79092,-79074.61,-20121.91,-159.09386,8541.739,-14081.779,13320.368,0.0
144773.75,-47598.26,36144.03,4955.0366,83200.96,-48683.13,-24169.531,-1650.1342,-38195.848,-56294.805,0.0
-30916.197,-250.45885,8593.41,2058.2383,-21936.266,-23266.26,-580.9731,9669.487,-37867.234,-907.6342,0.0
238750.9,150.66885,4070.8667,-9168.797,82540.12,-42105.484,-2129.398,-13571.523,-37150.67,20784.408,0.0
-109128.44,439.7928,9561.621,8744.093,-497.3614,23462.91,2734.969,11491.29,-19050.441,-8276.243,0.0
120836.91,380.48093,501.4997,-22326.4,156537.05,29714.77,462.41537,-12346.292,-27220.31,-34630.266,0.0
-163414.23,563.07764,-30825.152,4081.6362,105538.13,17059.025,1216.3468,-8570.965,-53076.3,-4303.353,0.0
-279917.28,-31555.27,12556.038,-4584.6484,50997.676,34658.746,11772.923,-21.705921,62159.99,-78558.0,0.0
-333529.4,37.611107,7902.4966,3961.9373,-271293.66,-78463.96,2020.6061,6027.6777,-11766.04,12951.917,0.0
-437314.12,603.9585,10225.853,5297.3496,-98769.14,14373.201,194.6066,8990.624,-1185.459,30704.178,0.0
-310559.47,1609.3104,-702.75684,136.73349,-382080.38,54228.645,-508.929,-8897.904,156639.5,-78081.17,0.0
-169242.2,375.33447,10218.2,3251.1553,-298389.3,-35302.793,3837.9363,11621.757,-28790.498,-14642.335,0.0
-381403.25,1298.4957,-5604.3423,-5381.266,-88902.53,25139.775,968.2836,-9388.772,-14838.541,41916.613,0.0
-298826.22,340.93436,-12734.078,-6347.9956,17933.484,17596.72,-3939.5657,7169.542,-17123.46,9727.148,0.0
736205.9,212.49963,16790.824,3842.329,178572.27,88958.664,-1590.5651,-13111.781,-30673.223,19078.434,0.0
100758.03,-176.11021,2917.6877,5201.3784,-59279.336,66570.89,2178.771,10284.728,-32415.521,-13273.076,0.0
-532346.0,518.91266,6083.4253,1768.8317,-13188.685,16787.357,1380.2667,-14064.407,-10197.249,11154.589,0.0
-541204.6,266.21277,3160.6924,3884.161,-202223.72,-39420.754,2380.1372,10415.39,-3502.7393,13750.959,0.0
-161156.34,933.5423,18806.37,1892.4766,143173.66,19768.744,-1963.7612,11403.69,-20285.62,-4048.0022,0.0
-518366.0,-1.7634192,11312.225,-5037.081,58278.695,-45509.17,-902.38513,11807.519,-21924.127,-3083.677,0.0
582592.9,616.12286,4082.5242,3915.521,-120342.6,13072.179,412.90784,-5529.795,-49205.7,-16636.912,0.0
-212402.62,446.5688,13207.098,7206.1465,-166781.86,-116365.75,-672.7855,4234.02,-22702.318,5541.161,0.0
262152.62,1747.7618,-11606.214,-6220.0757,83685.37,-39970.895,-1200.8269,-14105.786,-24792.742,79515.414,0.0
-328555.66,-541.8787,6575.322,6385.543,-377775.16,15007.388,244.65573,6222.148,-15905.276,13146.595,0.0
639968.75,184.53804,9480.623,269.32297,135094.64,103073.32,-1682.1775,23088.941,-2423.0073,-8603.742,0.0
-596694.3,317.34192,8551.748,1321.4812,-155120.44,-1015.5199,-729.48456,4905.4297,-5086.661,9367.469,0.0
784439.06,347.56644,2737.3853,13778.62,110384.31,96406.07,-450.80252,11690.43,-37899.402,-23297.879,0.0
824967.25,594.886,-14911.585,-1700.8395,126154.7,92639.52,-1999.6588,-119346.88,-10513.586,54216.31,0.0
-523803.34,501.43506,12973.116,13854.417,51308.25,-44681.25,3101.424,10793.417,-5100.0303,21108.85,0.0
-603198.44,236.70813,8513.31,4266.9766,13623.384,10505.707,2671.8176,9625.854,-17171.549,-5496.1226,0.0
-583612.25,292.45248,-15388.349,-5826.867,-192791.9,10878.37,-519.39453,6967.5483,-17265.904,6102.0103,0.0
-580347.8,308.1656,1436.4436,3790.103,-162510.2,7407.6523,301.64807,671.5199,-27527.9,-24694.988,0.0
569723.7,383.4632,8852.321,13594.675,-102506.7,47890.434,-552.93036,-13014.212,-45131.688,-1978.5634,0.0
-325859.06,94.779854,9728.299,-2042.29,-358814.0,38644.46,2603.215,7794.515,-25937.934,-10116.557,0.0
107279.17,5176.251,-241.64929,-14268.942,-268719.7,2192.7612,437.0282,-10505.427,-21608.818,19509.912,0.0
-530591.06,1223.4558,-677.7432,1969.0867,-18119.125,19080.062,1317.584,-9903.887,-12353.838,11335.3,0.0
-21574.637,-53.29157,5394.6143,8390.635,-21947.406,-23602.297,-655.2021,-1220.6537,-39413.29,-32203.637,0.0
152221.02,798.97974,12314.44,-15091.477,158312.23,43730.246,-158.57187,22318.023,-21322.734,-15054.513,0.0
-270073.84,346.60016,-28272.605,8197.491,-78977.914,21384.826,-994.55896,16171.04,24088.781,12671.973,0.0
427638.6,-31620.984,44428.777,3605.8848,-145174.36,87247.67,-21578.64,-376.01712,80651.39,-81377.02,0.0
531741.56,269.3265,-24348.87,1350.685,-94749.86,33114.176,-1684.7922,-112502.83,-6464.771,-13887.739,0.0
90460.41,7033.3623,1768.882,8200.624,-348856.94,-6403.1606,-518.24835,1790.1213,293162.12,-20166.986,0.0
